,Day Ahead Auction
1806,18.0
1807,20.65
1808,26.289
1809,27.0
1810,25.494
1811,21.159999999999997
1812,22.002000000000002
1813,20.621000000000002
1814,21.409
1815,22.997
1816,24.62
1817,25.736000000000004
1818,27.622000000000003
1819,31.002999999999997
1820,34.721
1821,29.592000000000002
1822,25.929000000000002
1823,24.465999999999998
1824,23.72
1825,20.302999999999997
1826,20.697
1827,20.138
1828,20.65
1829,20.990000000000002
1830,21.706
1831,26.297000000000004
1832,29.151
1833,28.781000000000002
1834,24.990000000000002
1835,22.858
1836,20.487
1837,20.501
1838,20.113999999999997
1839,20.031000000000002
1840,20.247999999999998
1841,21.240000000000002
1842,24.554
1843,27.531
1844,28.652
1845,25.115
1846,21.694999999999997
1847,22.85
1848,19.781000000000002
1849,19.666999999999998
1850,19.482
1851,18.702
1852,18.7
1853,18.506
1854,19.080000000000002
1855,19.823
1856,20.413999999999998
1857,19.611
1858,13.507
1859,9.955
1860,8.508000000000001
1861,6.970999999999999
1862,1.0
1863,0.8840000000000001
1864,1.474
1865,7.9
1866,15.100999999999997
1867,19.28
1868,17.327
1869,11.996
1870,8.999
1871,9.113
1872,8.285
1873,8.404
1874,7.099
1875,7.478
1876,6.837999999999999
1877,7.590000000000001
1878,7.590000000000001
1879,6.853000000000001
1880,2.056
1881,0.881
1882,0.007000000000000001
1883,-0.01
1884,-0.5309999999999999
1885,-1.6809999999999998
1886,-1.9039999999999997
1887,-1.335
1888,-0.106
1889,0.005999999999999999
1890,6.993
1891,12.232
1892,12.295
1893,8.597000000000001
1894,8.008
1895,11.006999999999998
1896,9.336
1897,11.418000000000001
1898,11.882
1899,11.885
1900,11.899999999999999
1901,13.703000000000001
1902,18.941
1903,26.400000000000002
1904,28.799999999999997
1905,27.060000000000002
1906,19.647000000000002
1907,15.306000000000001
1908,16.368000000000002
1909,15.699000000000002
1910,17.135
1911,17.067
1912,21.262999999999998
1913,23.298
1914,27.368000000000002
1915,30.960000000000004
1916,33.698
1917,27.716
1918,24.090999999999998
1919,22.281000000000002
1920,19.925
1921,22.3
1922,21.5
1923,20.7
1924,20.636000000000003
1925,20.3
1926,22.092
1927,27.37
1928,28.733999999999998
1929,28.110000000000003
1930,24.015
1931,19.99
1932,19.22
1933,18.366
1934,18.521
1935,19.392
1936,19.986
1937,23.000999999999998
1938,26.997000000000003
1939,30.102999999999998
1940,35.099999999999994
1941,29.084
1942,25.590000000000003
1943,24.227
1944,22.238
1945,21.539
1946,20.005
1947,20.061999999999998
1948,19.808
1949,20.409
1950,22.615000000000002
1951,27.544999999999998
1952,29.925
1953,28.072000000000003
1954,21.711000000000002
1955,19.97
1956,19.154
1957,18.107
1958,18.193
1959,19.031000000000002
1960,20.233999999999998
1961,21.799000000000003
1962,26.605
1963,31.227999999999994
1964,37.413999999999994
1965,31.102999999999998
1966,27.0
1967,24.512
1968,21.64
1969,21.301
1970,21.233
1971,21.15
1972,21.180000000000003
1973,21.293
1974,22.332
1975,28.297000000000004
1976,30.507
1977,26.773000000000003
1978,21.891
1979,19.491999999999997
1980,19.494
1981,18.597
1982,18.194
1983,19.27
1984,20.842
1985,23.258000000000003
1986,26.699
1987,31.075999999999997
1988,37.111
1989,29.54
1990,25.686000000000003
1991,24.004
1992,21.976
1993,26.247999999999998
1994,24.431
1995,23.429
1996,23.015
1997,22.601
1998,25.490999999999996
1999,31.5
2000,33.385999999999996
2001,28.511999999999997
2002,24.837
2003,18.56
2004,18.587
2005,17.257
2006,16.975
2007,17.857
2008,21.0
2009,25.107000000000003
2010,27.627999999999997
2011,30.076999999999998
2012,33.989999999999995
2013,28.338
2014,24.22
2015,24.456
2016,19.006999999999998
2017,23.596
2018,22.116
2019,18.558000000000003
2020,19.102000000000004
2021,20.658
2022,21.618000000000002
2023,19.956000000000003
2024,19.028
2025,15.218000000000002
2026,15.937000000000001
2027,11.004999999999999
2028,8.594
2029,8.311
2030,8.037999999999998
2031,8.935
2032,15.771
2033,19.994999999999997
2034,23.241999999999997
2035,26.25
2036,29.224
2037,27.006999999999998
2038,24.498
2039,24.494
2040,23.775
2041,23.5
2042,22.193
2043,21.402
2044,21.2
2045,21.109
2046,21.031
2047,21.403
2048,21.408
2049,21.406999999999996
2050,20.502000000000002
2051,19.44
2052,16.150000000000002
2053,8.99
2054,7.797
2055,9.2
2056,14.158999999999999
2057,19.483
2058,22.0
2059,26.301999999999996
2060,28.168
2061,26.563
2062,25.159
2063,22.8
2064,19.6
2065,19.204
2066,18.944999999999997
2067,19.488999999999997
2068,19.500999999999998
2069,20.862
2070,27.494999999999997
2071,31.695
2072,31.395
2073,26.698
2074,22.494
2075,20.413999999999998
2076,17.387
2077,16.351
2078,13.099
2079,16.150000000000002
2080,17.068
2081,19.756
2082,26.031
2083,30.462
2084,27.406000000000002
2085,25.261
2086,22.953000000000003
2087,22.054
2088,20.983
2089,21.018
2090,20.896
2091,21.0
2092,20.987000000000002
2093,22.527
2094,27.026999999999994
2095,30.212
2096,31.874000000000002
2097,29.99
2098,27.848
2099,27.594
2100,23.643
2101,23.085
2102,22.352
2103,22.241
2104,22.801
2105,24.653
2106,28.004
2107,30.249000000000002
2108,29.767
2109,26.003999999999998
2110,23.7
2111,21.984
2112,23.307
2113,22.886
2114,22.961000000000002
2115,22.908
2116,23.233
2117,24.2
2118,28.299999999999997
2119,31.5
2120,34.691
2121,32.811
2122,30.207
2123,31.256
2124,29.599000000000004
2125,27.288999999999998
2126,27.83
2127,26.651999999999997
2128,25.633999999999997
2129,26.980999999999998
2130,29.469999999999995
2131,30.997000000000003
2132,28.573000000000004
2133,25.336000000000002
2134,24.052
2135,19.791999999999998
2136,20.066
2137,20.429
2138,19.502
2139,18.193
2140,18.630000000000003
2141,20.069
2142,27.0
2143,30.575999999999997
2144,32.423
2145,27.1
2146,25.074999999999996
2147,21.953999999999997
2148,20.392
2149,19.343000000000004
2150,19.080000000000002
2151,18.562
2152,18.496000000000002
2153,18.801
2154,20.000999999999998
2155,22.949
2156,19.908
2157,16.435
2158,15.064
2159,12.008
2160,11.172
2161,9.964
2162,9.448
2163,9.959
2164,10.902
2165,14.001
2166,17.863
2167,20.003
2168,20.846999999999998
2169,20.035
2170,19.308
2171,18.114
2172,17.194000000000003
2173,15.991
2174,14.709999999999997
2175,14.082
2176,14.233
2177,17.24
2178,19.169999999999998
2179,20.596
2180,20.019000000000002
2181,17.492
2182,16.785
2183,15.186000000000002
2184,11.201
2185,12.501000000000001
2186,13.172
2187,14.054
2188,13.178999999999998
2189,14.507
2190,13.584000000000001
2191,16.806
2192,19.03
2193,19.215
2194,16.977
2195,16.694
2196,16.063
2197,13.218000000000002
2198,12.06
2199,12.844999999999999
2200,13.745
2201,17.127
2202,22.759999999999998
2203,25.915
2204,24.162999999999997
2205,21.0
2206,20.613999999999997
2207,18.938
2208,19.908
2209,19.308
2210,19.576
2211,19.444
2212,19.555
2213,19.381999999999998
2214,19.088
2215,19.259999999999998
2216,19.724
2217,18.206999999999997
2218,18.076
2219,17.912999999999997
2220,17.419999999999998
2221,11.964
2222,9.706999999999999
2223,10.4
2224,12.139
2225,13.221
2226,17.739
2227,21.179
2228,20.495
2229,17.974
2230,17.745
2231,15.503
2232,11.863
2233,9.181000000000001
2234,8.799999999999999
2235,8.156
2236,8.749
2237,9.16
2238,13.3
2239,12.06
2240,10.116
2241,8.76
2242,7.454000000000001
2243,6.827
2244,4.008
2245,3.098
2246,2.56
2247,3.7560000000000002
2248,4.724
2249,6.978
2250,6.993
2251,7.486
2252,7.452
2253,6.9959999999999996
2254,7.298
2255,5.009
2256,2.353
2257,3.0
2258,3.5090000000000003
2259,4.234999999999999
2260,7.453
2261,8.397
2262,16.326999999999998
2263,22.006999999999998
2264,23.203000000000003
2265,22.951
2266,22.7
2267,23.009
2268,21.424000000000003
2269,22.298
2270,20.849
2271,22.297
2272,22.441
2273,26.221
2274,27.823999999999998
2275,30.993
2276,27.791000000000004
2277,22.647000000000002
2278,18.965
2279,16.363999999999997
2280,11.286999999999999
2281,14.000000000000002
2282,12.656
2283,12.167
2284,12.659
2285,11.848
2286,16.56
2287,17.784
2288,17.53
2289,15.936
2290,9.568999999999999
2291,7.486
2292,7.779999999999999
2293,7.473000000000001
2294,7.198
2295,7.475
2296,7.481
2297,12.626000000000001
2298,16.554
2299,17.843
2300,17.1
2301,13.241999999999997
2302,10.911
2303,6.037
2304,7.3020000000000005
2305,6.773999999999999
2306,5.9639999999999995
2307,6.758
2308,7.358
2309,7.413
2310,7.449999999999999
2311,9.003
2312,11.323
2313,7.7349999999999985
2314,7.1930000000000005
2315,7.194000000000001
2316,7.737999999999999
2317,7.038
2318,7.015000000000001
2319,7.335
2320,7.481999999999999
2321,8.091
2322,8.206000000000001
2323,9.440999999999999
2324,7.956
2325,6.545000000000001
2326,6.9190000000000005
2327,2.7350000000000003
2328,0.202
2329,0.10300000000000001
2330,0.10200000000000001
2331,0.24700000000000005
2332,0.8580000000000001
2333,4.4510000000000005
2334,9.537
2335,14.726
2336,15.0
2337,8.7
2338,8.184999999999999
2339,8.654
2340,8.819
2341,9.140999999999998
2342,13.077
2343,16.611
2344,18.611000000000004
2345,20.230999999999998
2346,22.99
2347,26.777
2348,25.904000000000003
2349,22.180000000000003
2350,18.980000000000004
2351,15.997999999999998
2352,11.924999999999999
2353,11.059999999999999
2354,9.251000000000001
2355,8.322000000000001
2356,7.912000000000001
2357,7.614
2358,7.656000000000001
2359,8.815000000000001
2360,8.290000000000001
2361,6.972
2362,2.514
2363,0.504
2364,-0.001
2365,-0.028000000000000004
2366,-0.249
2367,-0.01
2368,-0.0029999999999999996
2369,0.198
2370,7.581
2371,9.697
2372,10.5
2373,9.095
2374,8.977
2375,6.9879999999999995
2376,7.095999999999999
2377,2.6149999999999998
2378,2.459
2379,2.567
2380,4.004
2381,3.685
2382,2.595
2383,4.502000000000001
2384,3.576
2385,2.223
2386,1.2289999999999999
2387,1.3
2388,0.5309999999999999
2389,0.01
2390,0.009
2391,0.041999999999999996
2392,0.852
2393,7.103
2394,13.99
2395,23.351
2396,25.218
2397,23.954
2398,23.828
2399,22.43
2400,18.238
2401,18.497999999999998
2402,18.459999999999997
2403,18.568
2404,19.555
2405,22.056
2406,26.491000000000003
2407,29.993000000000002
2408,28.502999999999997
2409,25.5
2410,21.492
2411,19.071
2412,18.785
2413,18.184
2414,17.998
2415,17.977
2416,18.286
2417,21.938999999999997
2418,26.332
2419,29.699
2420,29.037000000000003
2421,26.781
2422,24.799000000000003
2423,20.44
2424,19.290000000000003
2425,18.871000000000002
2426,18.413
2427,18.3
2428,18.555000000000003
2429,19.153000000000002
2430,22.954
2431,26.877999999999997
2432,26.033
2433,21.902
2434,18.250999999999998
2435,17.232
2436,13.611999999999998
2437,11.001999999999999
2438,10.001
2439,11.814
2440,13.99
2441,17.94
2442,21.547
2443,23.509
2444,23.347
2445,18.908
2446,17.746000000000002
2447,13.774000000000001
2448,16.166999999999998
2449,16.581000000000003
2450,16.331
2451,16.763
2452,18.073
2453,21.232
2454,24.874000000000002
2455,26.752
2456,27.382999999999996
2457,25.424999999999997
2458,21.29
2459,19.244999999999997
2460,18.872
2461,19.503999999999998
2462,20.005
2463,19.6
2464,20.047
2465,24.125
2466,26.619999999999997
2467,29.895
2468,30.163
2469,26.903
2470,25.0
2471,23.194
2472,23.244999999999997
2473,20.763
2474,20.014
2475,19.805
2476,19.997
2477,20.446
2478,25.4
2479,27.232999999999997
2480,28.211000000000002
2481,25.278
2482,21.634999999999998
2483,21.253999999999998
2484,20.224
2485,19.519000000000002
2486,19.363999999999997
2487,19.199
2488,19.453
2489,21.28
2490,24.494
2491,27.107
2492,27.230999999999998
2493,26.545999999999996
2494,25.368000000000002
2495,23.436
2496,21.490000000000002
2497,19.845
2498,19.428
2499,19.049000000000003
2500,19.186
2501,19.686
2502,20.533
2503,22.078
2504,20.988
2505,18.991999999999997
2506,19.062
2507,18.655
2508,16.003
2509,16.765
2510,15.738
2511,15.111000000000002
2512,15.500999999999998
2513,17.932
2514,19.621
2515,22.835
2516,23.599
2517,20.884
2518,20.509
2519,19.624
2520,19.116
2521,18.337
2522,17.8
2523,17.421
2524,17.180999999999997
2525,17.954
2526,18.898
2527,19.112000000000002
2528,18.96
2529,17.262
2530,14.658000000000001
2531,12.199
2532,8.236
2533,5.289999999999999
2534,3.3780000000000006
2535,4.032
2536,6.584000000000001
2537,10.771
2538,17.119
2539,19.508
2540,20.581
2541,19.447
2542,17.584
2543,16.688
2544,16.022
2545,13.997000000000002
2546,12.176
2547,12.338
2548,13.395999999999999
2549,13.996
2550,14.610000000000001
2551,14.401
2552,13.355
2553,10.0
2554,7.5920000000000005
2555,4.1290000000000004
2556,2.0730000000000004
2557,0.007000000000000001
2558,0.0
2559,0.008
2560,1.5
2561,6.620000000000001
2562,15.802000000000001
2563,18.255000000000003
2564,19.154
2565,18.788
2566,17.146
2567,15.806999999999999
2568,9.59
2569,8.1
2570,8.4
2571,8.1
2572,8.525
2573,9.231
2574,9.523000000000001
2575,10.5
2576,10.865
2577,10.118
2578,9.551000000000002
2579,8.292000000000002
2580,7.598000000000001
2581,6.117
2582,4.5
2583,6.058
2584,8.292000000000002
2585,12.125
2586,18.984
2587,24.03
2588,25.073
2589,22.66
2590,22.122999999999998
2591,20.200000000000003
2592,20.5
2593,19.298
2594,19.113999999999997
2595,19.095
2596,19.0
2597,20.061
2598,25.127
2599,29.143
2600,29.543000000000003
2601,25.570999999999998
2602,23.254
2603,20.771
2604,19.356
2605,18.706
2606,17.657
2607,17.611
2608,16.894000000000002
2609,19.333
2610,22.493000000000002
2611,23.903
2612,24.001
2613,22.36
2614,20.0
2615,18.419999999999998
2616,19.1
2617,18.955000000000002
2618,18.31
2619,18.328
2620,18.337999999999997
2621,19.796
2622,22.724
2623,24.991999999999997
2624,24.990000000000002
2625,20.996000000000002
2626,19.35
2627,18.891
2628,17.587
2629,16.837
2630,15.89
2631,17.195
2632,17.585
2633,19.615000000000002
2634,22.294999999999998
2635,24.9
2636,25.0
2637,23.918
2638,22.009999999999998
2639,20.197000000000003
2640,18.855000000000004
2641,17.992
2642,18.108
2643,17.892
2644,18.05
2645,19.991999999999997
2646,22.976
2647,25.601999999999997
2648,25.624999999999996
2649,23.226
2650,20.793
2651,19.701
2652,18.506
2653,17.625
2654,16.793
2655,16.805
2656,17.34
2657,18.534
2658,20.496
2659,22.062
2660,22.361
2661,22.044
2662,19.971
2663,17.462
2664,19.107
2665,18.393
2666,18.700999999999997
2667,17.941
2668,17.608999999999998
2669,18.958000000000002
2670,21.807
2671,23.995
2672,24.409999999999997
2673,22.105000000000004
2674,19.656000000000002
2675,15.671000000000001
2676,12.243
2677,9.852
2678,8.677
2679,8.677
2680,10.234
2681,13.700000000000001
2682,18.026
2683,20.961000000000002
2684,20.997
2685,18.5
2686,19.017
2687,14.732000000000001
2688,13.046000000000003
2689,11.644
2690,10.865
2691,11.904
2692,11.940000000000001
2693,12.232
2694,12.831999999999999
2695,14.363999999999999
2696,14.149999999999999
2697,8.269
2698,5.543
2699,1.592
2700,0.24300000000000002
2701,0.001
2702,0.008
2703,0.507
2704,2.045
2705,9.485
2706,13.886999999999999
2707,16.819
2708,17.136000000000003
2709,13.805
2710,11.823
2711,9.795000000000002
2712,10.058
2713,9.314
2714,9.192
2715,8.788
2716,8.405999999999999
2717,8.784
2718,8.781
2719,9.51
2720,9.651
2721,8.187999999999999
2722,7.490000000000001
2723,7.303
2724,5.486
2725,3.451
2726,3.42
2727,4.409000000000001
2728,7.281
2729,11.173000000000002
2730,16.500999999999998
2731,19.865
2732,22.494999999999997
2733,21.666
2734,20.573
2735,18.699
2736,18.496000000000002
2737,18.378
2738,18.563
2739,18.61
2740,18.812
2741,20.006
2742,23.723
2743,26.186999999999998
2744,27.247000000000003
2745,24.906
2746,23.259
2747,22.797
2748,21.099999999999998
2749,20.0
2750,19.490000000000002
2751,19.199
2752,18.95
2753,20.925
2754,25.271
2755,27.388
2756,27.570999999999994
2757,26.493
2758,25.4
2759,23.544
2760,21.253999999999998
2761,20.501
2762,20.459
2763,20.107
2764,20.416
2765,23.294999999999998
2766,26.651999999999997
2767,28.999999999999996
2768,28.999999999999996
2769,26.048000000000005
2770,23.588
2771,22.428
2772,21.941
2773,21.049
2774,21.419
2775,21.542
2776,21.102999999999998
2777,23.993000000000002
2778,26.063
2779,28.1
2780,28.676000000000002
2781,27.000999999999998
2782,25.5
2783,23.191
2784,20.671999999999997
2785,19.801
2786,19.636
2787,19.453
2788,19.750999999999998
2789,20.994
2790,24.42
2791,27.101
2792,26.598
2793,25.274
2794,22.522000000000002
2795,21.412
2796,20.766
2797,20.061999999999998
2798,19.322
2799,19.096000000000004
2800,19.134999999999998
2801,20.649
2802,23.931
2803,26.789999999999996
2804,26.633000000000003
2805,25.494
2806,23.533
2807,20.257
2808,21.462999999999997
2809,20.194000000000003
2810,19.8
2811,20.137
2812,20.150000000000002
2813,21.834999999999997
2814,25.5
2815,28.337
2816,27.929000000000002
2817,25.125999999999998
2818,22.493000000000002
2819,21.356
2820,20.8
2821,20.009
2822,19.705000000000002
2823,19.63
2824,19.713
2825,21.762999999999998
2826,25.5
2827,27.908999999999995
2828,28.491000000000007
2829,26.891000000000005
2830,25.356
2831,22.278000000000002
2832,20.605
2833,20.315
2834,20.252
2835,20.323
2836,20.509
2837,21.386000000000003
2838,25.576999999999998
2839,28.005999999999997
2840,29.122000000000003
2841,25.633999999999997
2842,23.033
2843,21.740000000000002
2844,20.837
2845,19.725
2846,19.524
2847,19.503999999999998
2848,20.599999999999998
2849,21.630000000000003
2850,24.697999999999997
2851,26.208
2852,26.587
2853,25.496999999999996
2854,24.156
2855,21.791
2856,20.477999999999998
2857,18.91
2858,18.991
2859,18.747
2860,18.996000000000002
2861,19.481
2862,20.1
2863,20.659
2864,21.001
2865,20.585
2866,19.595
2867,18.658
2868,18.004
2869,17.294
2870,16.634999999999998
2871,15.969
2872,16.665
2873,19.202
2874,22.609
2875,24.697
2876,25.263999999999996
2877,24.711000000000002
2878,23.909
2879,21.9
2880,20.599999999999998
2881,19.97
2882,19.756
2883,19.22
2884,19.743
2885,20.132
2886,19.5
2887,19.494999999999997
2888,18.694
2889,18.203999999999997
2890,17.730999999999998
2891,17.65
2892,17.492
2893,15.074000000000002
2894,14.04
2895,13.889999999999999
2896,15.590000000000002
2897,18.703999999999997
2898,21.584999999999997
2899,24.943
2900,25.494
2901,24.303
2902,23.971999999999998
2903,21.597
2904,20.646
2905,19.987
2906,19.469
2907,19.375999999999998
2908,19.634
2909,20.996000000000002
2910,24.887999999999998
2911,27.0
2912,26.456999999999997
2913,23.898
2914,19.427
2915,18.997
2916,19.068
2917,19.044999999999998
2918,18.765
2919,18.505000000000003
2920,18.819999999999997
2921,21.872
2922,24.411
2923,26.397000000000006
2924,26.541000000000004
2925,25.352000000000004
2926,24.111
2927,21.991999999999997
2928,18.45
2929,18.209
2930,18.408
2931,18.512
2932,18.703999999999997
2933,19.119
2934,23.626
2935,25.596000000000004
2936,25.596000000000004
2937,23.27
2938,20.607
2939,20.024
2940,19.579
2941,19.729
2942,19.488999999999997
2943,19.554
2944,19.799
2945,21.899
2946,24.996000000000002
2947,26.994
2948,27.023000000000003
2949,26.177
2950,25.320999999999998
2951,22.894000000000002
2952,20.599999999999998
2953,20.0
2954,20.034
2955,20.112
2956,20.113999999999997
2957,22.432
2958,25.657999999999998
2959,29.69
2960,28.01
2961,25.508999999999997
2962,22.601
2963,20.941
2964,20.464
2965,20.215
2966,19.951
2967,20.06
2968,20.624000000000002
2969,23.116
2970,24.997999999999998
2971,27.544
2972,28.149
2973,26.337
2974,24.69
2975,23.247
2976,22.52
2977,20.843999999999998
2978,20.812
2979,20.509
2980,20.49
2981,22.077
2982,25.496000000000002
2983,27.506000000000004
2984,26.802
2985,25.296000000000003
2986,23.503
2987,23.209
2988,22.45
2989,21.503999999999998
2990,21.09
2991,21.0
2992,21.034999999999997
2993,22.900000000000002
2994,24.728
2995,26.3
2996,27.661
2997,25.995999999999995
2998,25.184
2999,23.852
3000,22.069
3001,21.374000000000002
3002,20.756
3003,20.402
3004,20.657
3005,21.907
3006,25.590999999999998
3007,27.492
3008,26.297000000000004
3009,23.68
3010,22.0
3011,20.813
3012,20.74
3013,19.181
3014,19.000999999999998
3015,18.700999999999997
3016,19.27
3017,21.159
3018,23.909
3019,25.679000000000002
3020,26.269
3021,25.590999999999998
3022,24.778
3023,23.546
3024,22.512
3025,21.694
3026,20.736
3027,20.000999999999998
3028,19.950000000000003
3029,20.01
3030,20.178
3031,21.628
3032,21.703999999999997
3033,20.857
3034,19.416999999999998
3035,19.066999999999997
3036,18.655
3037,17.437
3038,16.669999999999998
3039,15.916999999999998
3040,16.822
3041,18.53
3042,20.162
3043,22.274
3044,23.157
3045,22.900000000000002
3046,22.312
3047,20.837999999999997
3048,20.810000000000002
3049,19.33
3050,19.191999999999997
3051,18.601
3052,18.298
3053,18.606
3054,18.497
3055,18.593
3056,18.362000000000002
3057,16.345
3058,14.033000000000001
3059,12.317
3060,11.465
3061,8.618
3062,7.85
3063,9.326
3064,11.36
3065,15.580000000000002
3066,19.604
3067,23.46
3068,23.899
3069,23.835
3070,22.591
3071,21.790000000000003
3072,20.908
3073,19.921
3074,19.607
3075,19.111
3076,19.368000000000002
3077,21.072
3078,24.0
3079,25.623
3080,25.003999999999998
3081,21.921000000000003
3082,19.994999999999997
3083,19.438999999999997
3084,18.551
3085,18.346
3086,17.955000000000002
3087,18.394
3088,19.063
3089,22.093
3090,24.797
3091,28.000000000000004
3092,28.000000000000004
3093,25.044
3094,23.708000000000002
3095,20.424999999999997
3096,21.641
3097,20.561
3098,18.472
3099,16.997999999999998
3100,16.773
3101,18.706
3102,22.408
3103,23.794999999999998
3104,23.272000000000002
3105,21.025
3106,18.5
3107,16.546
3108,10.690000000000001
3109,8.844
3110,7.865000000000001
3111,8.849
3112,11.358
3113,18.443
3114,20.977999999999998
3115,23.491999999999997
3116,23.995
3117,23.696
3118,22.909000000000002
3119,20.149
3120,20.715
3121,19.28
3122,18.55
3123,17.9
3124,17.946
3125,18.572
3126,21.637
3127,23.322000000000003
3128,22.400000000000002
3129,20.0
3130,14.846
3131,9.519
3132,7.01
3133,2.5229999999999997
3134,0.374
3135,3.1260000000000003
3136,7.904999999999999
3137,11.76
3138,18.418
3139,21.930000000000003
3140,22.193
3141,22.0
3142,20.601
3143,19.293000000000003
3144,14.99
3145,14.501
3146,14.001
3147,14.565999999999999
3148,14.890999999999998
3149,17.241999999999997
3150,21.194
3151,23.056
3152,22.346000000000004
3153,18.921000000000003
3154,14.404
3155,12.262999999999998
3156,9.846
3157,8.238
3158,8.23
3159,9.873999999999999
3160,13.732
3161,18.391
3162,21.369
3163,23.35
3164,24.177
3165,23.317
3166,22.432
3167,20.556
3168,21.0
3169,20.271
3170,18.9
3171,17.474
3172,17.626
3173,20.32
3174,22.693
3175,24.274
3176,24.229
3177,22.509999999999998
3178,18.004
3179,12.295
3180,8.981
3181,6.05
3182,2.566
3183,2.98
3184,4.91
3185,11.370000000000001
3186,18.859
3187,22.077
3188,23.108999999999998
3189,22.900000000000002
3190,22.036
3191,19.657
3192,18.099999999999998
3193,15.866
3194,15.001000000000001
3195,13.390000000000002
3196,15.518
3197,16.899
3198,18.407
3199,19.43
3200,18.494
3201,16.0
3202,12.405
3203,8.946
3204,7.646
3205,2.011
3206,0.628
3207,5.598
3208,8.940000000000001
3209,16.201999999999998
3210,20.638
3211,22.5
3212,24.004
3213,24.187
3214,23.9
3215,22.415000000000003
3216,21.491
3217,19.634999999999998
3218,18.543000000000003
3219,17.415
3220,17.017
3221,17.025000000000002
3222,16.291999999999998
3223,15.857
3224,15.497999999999998
3225,11.059999999999999
3226,9.598
3227,9.0
3228,7.5
3229,4.535
3230,2.0149999999999997
3231,3.9579999999999997
3232,7.621
3233,13.333
3234,19.974
3235,22.611
3236,23.057
3237,22.618000000000002
3238,21.956999999999997
3239,20.05
3240,18.018
3241,16.906000000000002
3242,16.913
3243,16.988999999999997
3244,16.953000000000003
3245,18.203999999999997
3246,22.994999999999997
3247,24.808000000000003
3248,25.108999999999998
3249,23.108
3250,21.062
3251,19.968
3252,18.534
3253,18.233
3254,18.539
3255,18.625999999999998
3256,20.327
3257,21.916999999999998
3258,24.574
3259,27.631
3260,27.535999999999998
3261,25.989999999999995
3262,24.02
3263,20.837999999999997
3264,20.339
3265,19.594
3266,18.91
3267,18.505000000000003
3268,18.919999999999998
3269,20.224
3270,23.669999999999998
3271,26.488999999999997
3272,27.417
3273,24.491
3274,23.199
3275,21.628999999999998
3276,20.809
3277,19.746
3278,18.924000000000003
3279,18.797
3280,20.412
3281,23.713
3282,25.182
3283,28.999999999999996
3284,29.820999999999998
3285,26.588
3286,24.546
3287,20.873
3288,20.647
3289,18.788999999999998
3290,17.623
3291,17.098
3292,17.348
3293,17.961000000000002
3294,21.994999999999997
3295,24.759999999999998
3296,24.129
3297,21.107
3298,17.916999999999998
3299,17.49
3300,17.994
3301,17.703
3302,17.671
3303,17.89
3304,19.494
3305,21.684
3306,24.12
3307,28.699
3308,28.000000000000004
3309,24.587999999999997
3310,22.573
3311,19.447
3312,19.695999999999998
3313,18.500999999999998
3314,17.994
3315,17.627000000000002
3316,17.798
3317,18.506
3318,22.233
3319,25.003999999999998
3320,24.931
3321,22.993
3322,19.822
3323,18.399
3324,18.296
3325,18.080000000000002
3326,17.62
3327,18.509
3328,19.896
3329,22.402
3330,23.299
3331,26.927
3332,27.339999999999996
3333,25.3
3334,23.438
3335,21.331
3336,21.11
3337,19.598
3338,18.956
3339,18.8
3340,18.956
3341,20.862
3342,23.724
3343,26.332
3344,25.0
3345,22.400000000000002
3346,20.497
3347,20.16
3348,19.74
3349,19.006999999999998
3350,18.533
3351,18.926
3352,19.0
3353,21.630000000000003
3354,22.77
3355,23.099
3356,23.103
3357,21.803
3358,20.527
3359,17.630000000000003
3360,13.415000000000003
3361,12.53
3362,9.629
3363,9.466
3364,9.176
3365,9.001000000000001
3366,10.514
3367,11.89
3368,11.08
3369,8.393
3370,7.4990000000000006
3371,1.419
3372,0.047999999999999994
3373,-0.005999999999999999
3374,-0.009
3375,0.001
3376,1.101
3377,8.149
3378,16.127
3379,20.1
3380,21.932
3381,22.811
3382,22.384999999999998
3383,21.418
3384,18.658
3385,17.94
3386,17.25
3387,17.0
3388,17.1
3389,16.991
3390,16.695999999999998
3391,16.688
3392,16.0
3393,14.996
3394,13.828999999999999
3395,13.825000000000001
3396,13.694999999999999
3397,10.992
3398,10.14
3399,10.37
3400,13.319
3401,15.662
3402,19.529
3403,21.337
3404,22.555
3405,22.790000000000003
3406,21.991
3407,19.124000000000002
3408,17.589
3409,16.457
3410,15.875
3411,15.506999999999998
3412,15.819999999999999
3413,17.254
3414,20.27
3415,22.496000000000002
3416,23.002
3417,22.097
3418,21.719
3419,20.268
3420,18.887999999999998
3421,17.173
3422,17.163
3423,17.088
3424,17.525
3425,19.71
3426,21.403
3427,21.494
3428,21.007
3429,19.0
3430,17.991
3431,14.734999999999998
3432,9.207
3433,8.285
3434,8.177
3435,9.623999999999999
3436,10.74
3437,15.594999999999997
3438,18.891
3439,21.029
3440,20.913999999999998
3441,19.3
3442,18.005000000000003
3443,16.336000000000002
3444,15.049999999999999
3445,13.756000000000002
3446,12.45
3447,14.999
3448,16.247
3449,17.143
3450,19.838
3451,21.298000000000002
3452,21.999000000000002
3453,22.03
3454,21.191
3455,18.964
3456,19.072999999999997
3457,18.006
3458,17.051
3459,16.791999999999998
3460,16.99
3461,17.814
3462,21.111
3463,23.0
3464,22.788
3465,20.721
3466,17.426
3467,16.898
3468,16.183
3469,14.517
3470,13.778000000000002
