,Month,Hour,Day Type,Load [kWh]
1098,2,19,4,22.21
1099,2,20,4,16.939999999999998
1100,2,21,4,17.15
1101,2,22,4,16.71
1102,2,23,4,16.060000000000002
1103,2,24,4,15.76
1104,2,1,5,12.41
1105,2,2,5,12.08
1106,2,3,5,13.01
1107,2,4,5,14.28
1108,2,5,5,13.43
1109,2,6,5,14.51
1110,2,7,5,18.86
1111,2,8,5,32.550000000000004
1112,2,9,5,63.56
1113,2,10,5,60.29
1114,2,11,5,63.9
1115,2,12,5,82.94
1116,2,13,5,93.43
1117,2,14,5,101.19
1118,2,15,5,93.22999999999999
1119,2,16,5,91.94
1120,2,17,5,94.87
1121,2,18,5,71.35
1122,2,19,5,43.71
1123,2,20,5,36.29
1124,2,21,5,35.75
1125,2,22,5,32.7
1126,2,23,5,18.32
1127,2,24,5,18.74
1128,2,1,6,13.05
1129,2,2,6,13.06
1130,2,3,6,12.11
1131,2,4,6,10.91
1132,2,5,6,11.5
1133,2,6,6,11.25
1134,2,7,6,15.22
1135,2,8,6,36.62
1136,2,9,6,91.07
1137,2,10,6,98.73
1138,2,11,6,96.64
1139,2,12,6,106.56
1140,2,13,6,112.38
1141,2,14,6,109.57
1142,2,15,6,103.21000000000001
1143,2,16,6,108.79
1144,2,17,6,113.43
1145,2,18,6,93.6
1146,2,19,6,76.8
1147,2,20,6,71.4
1148,2,21,6,52.120000000000005
1149,2,22,6,36.7
1150,2,23,6,14.75
1151,2,24,6,16.28
1152,2,1,7,8.78
1153,2,2,7,8.12
1154,2,3,7,9.63
1155,2,4,7,10.1
1156,2,5,7,9.19
1157,2,6,7,8.28
1158,2,7,7,16.2
1159,2,8,7,24.13
1160,2,9,7,26.89
1161,2,10,7,26.770000000000003
1162,2,11,7,25.380000000000003
1163,2,12,7,33.28
1164,2,13,7,33.9
1165,2,14,7,37.660000000000004
1166,2,15,7,35.129999999999995
1167,2,16,7,31.56
1168,2,17,7,23.97
1169,2,18,7,13.64
1170,2,19,7,12.1
1171,2,20,7,10.1
1172,2,21,7,10.9
1173,2,22,7,11.6
1174,2,23,7,10.62
1175,2,24,7,10.01
1176,2,1,1,8.98
1177,2,2,1,8.53
1178,2,3,1,8.49
1179,2,4,1,7.84
1180,2,5,1,9.09
1181,2,6,1,8.81
1182,2,7,1,12.3
1183,2,8,1,11.34
1184,2,9,1,11.709999999999999
1185,2,10,1,11.13
1186,2,11,1,12.54
1187,2,12,1,12.54
1188,2,13,1,13.24
1189,2,14,1,14.1
1190,2,15,1,12.56
1191,2,16,1,13.32
1192,2,17,1,14.34
1193,2,18,1,14.38
1194,2,19,1,11.2
1195,2,20,1,10.02
1196,2,21,1,8.72
1197,2,22,1,8.4
1198,2,23,1,8.26
1199,2,24,1,9.35
1200,2,1,8,9.35
1201,2,2,8,10.05
1202,2,3,8,9.67
1203,2,4,8,10.29
1204,2,5,8,9.99
1205,2,6,8,8.83
1206,2,7,8,11.989999999999998
1207,2,8,8,13.26
1208,2,9,8,11.83
1209,2,10,8,13.14
1210,2,11,8,13.17
1211,2,12,8,34.67
1212,2,13,8,55.76
1213,2,14,8,64.57000000000001
1214,2,15,8,70.81
1215,2,16,8,58.91
1216,2,17,8,10.899999999999999
1217,2,18,8,11.0
1218,2,19,8,9.75
1219,2,20,8,9.53
1220,2,21,8,10.22
1221,2,22,8,9.42
1222,2,23,8,9.41
1223,2,24,8,9.94
1224,2,1,3,12.99
1225,2,2,3,13.9
1226,2,3,3,14.69
1227,2,4,3,14.04
1228,2,5,3,13.61
1229,2,6,3,14.13
1230,2,7,3,104.58
1231,2,8,3,113.60000000000001
1232,2,9,3,153.86
1233,2,10,3,152.96
1234,2,11,3,160.48
1235,2,12,3,175.68
1236,2,13,3,184.32
1237,2,14,3,183.96
1238,2,15,3,183.36
1239,2,16,3,189.16
1240,2,17,3,188.71
1241,2,18,3,171.43
1242,2,19,3,143.32
1243,2,20,3,138.67000000000002
1244,2,21,3,132.74
1245,2,22,3,126.99
1246,2,23,3,16.36
1247,2,24,3,16.740000000000002
1248,2,1,4,13.42
1249,2,2,4,14.37
1250,2,3,4,14.78
1251,2,4,4,14.95
1252,2,5,4,13.45
1253,2,6,4,14.18
1254,2,7,4,127.28
1255,2,8,4,137.86
1256,2,9,4,170.82
1257,2,10,4,155.38
1258,2,11,4,147.08
1259,2,12,4,158.16
1260,2,13,4,161.83
1261,2,14,4,160.06
1262,2,15,4,150.39000000000001
1263,2,16,4,152.93
1264,2,17,4,162.87
1265,2,18,4,147.5
1266,2,19,4,120.82
1267,2,20,4,115.19
1268,2,21,4,113.46000000000001
1269,2,22,4,107.12
1270,2,23,4,18.67
1271,2,24,4,17.1
1272,2,1,5,14.65
1273,2,2,5,15.06
1274,2,3,5,14.2
1275,2,4,5,13.8
1276,2,5,5,14.8
1277,2,6,5,15.36
1278,2,7,5,19.24
1279,2,8,5,32.63
1280,2,9,5,76.92
1281,2,10,5,87.36
1282,2,11,5,102.36999999999999
1283,2,12,5,128.05
1284,2,13,5,136.44
1285,2,14,5,148.9
1286,2,15,5,148.24
1287,2,16,5,148.87
1288,2,17,5,141.81
1289,2,18,5,115.45
1290,2,19,5,82.9
1291,2,20,5,73.12
1292,2,21,5,61.83
1293,2,22,5,47.71
1294,2,23,5,15.72
1295,2,24,5,14.41
1296,2,1,6,13.31
1297,2,2,6,12.27
1298,2,3,6,12.3
1299,2,4,6,13.85
1300,2,5,6,14.49
1301,2,6,6,13.35
1302,2,7,6,16.54
1303,2,8,6,26.520000000000003
1304,2,9,6,71.48
1305,2,10,6,94.87
1306,2,11,6,118.71
1307,2,12,6,137.96
1308,2,13,6,149.6
1309,2,14,6,155.20999999999998
1310,2,15,6,154.63
1311,2,16,6,148.67000000000002
1312,2,17,6,146.33
1313,2,18,6,125.55
1314,2,19,6,99.47
1315,2,20,6,92.77000000000001
1316,2,21,6,87.56
1317,2,22,6,71.94
1318,2,23,6,15.33
1319,2,24,6,16.490000000000002
1320,2,1,7,10.39
1321,2,2,7,9.47
1322,2,3,7,9.48
1323,2,4,7,10.23
1324,2,5,7,10.37
1325,2,6,7,9.07
1326,2,7,7,14.28
1327,2,8,7,21.560000000000002
1328,2,9,7,32.86
1329,2,10,7,58.69
1330,2,11,7,76.52
1331,2,12,7,96.26
1332,2,13,7,98.21
1333,2,14,7,100.25
1334,2,15,7,96.78
1335,2,16,7,93.92
1336,2,17,7,85.61
1337,2,18,7,74.47
1338,2,19,7,13.07
1339,2,20,7,10.9
1340,2,21,7,11.47
1341,2,22,7,11.6
1342,2,23,7,11.15
1343,2,24,7,11.16
1344,2,1,1,11.15
1345,2,2,1,11.49
1346,2,3,1,10.98
1347,2,4,1,11.19
1348,2,5,1,11.6
1349,2,6,1,11.6
1350,2,7,1,14.739999999999998
1351,2,8,1,14.719999999999999
1352,2,9,1,14.78
1353,2,10,1,14.79
1354,2,11,1,14.78
1355,2,12,1,22.71
1356,2,13,1,42.5
1357,2,14,1,35.9
1358,2,15,1,35.58
1359,2,16,1,13.03
1360,2,17,1,13.8
1361,2,18,1,14.729999999999999
1362,2,19,1,11.6
1363,2,20,1,11.6
1364,2,21,1,11.6
1365,2,22,1,10.52
1366,2,23,1,11.3
1367,2,24,1,10.88
1368,2,1,2,14.13
1369,2,2,2,13.44
1370,2,3,2,14.66
1371,2,4,2,14.07
1372,2,5,2,12.49
1373,2,6,2,13.11
1374,2,7,2,14.84
1375,2,8,2,30.75
1376,2,9,2,76.43
1377,2,10,2,93.03
1378,2,11,2,111.96
1379,2,12,2,134.5
1380,2,13,2,152.67000000000002
1381,2,14,2,161.31
1382,2,15,2,157.06
1383,2,16,2,160.38
1384,2,17,2,157.49
1385,2,18,2,130.61
1386,2,19,2,103.78999999999999
1387,2,20,2,100.65
1388,2,21,2,98.71000000000001
1389,2,22,2,95.41
1390,2,23,2,15.129999999999999
1391,2,24,2,15.879999999999999
1392,2,1,3,13.06
1393,2,2,3,12.61
1394,2,3,3,13.85
1395,2,4,3,13.13
1396,2,5,3,11.4
1397,2,6,3,10.69
1398,2,7,3,87.7
1399,2,8,3,101.45
1400,2,9,3,146.94
1401,2,10,3,146.8
1402,2,11,3,141.79
1403,2,12,3,147.59
1404,2,13,3,157.79
1405,2,14,3,161.43
1406,2,15,3,154.0
1407,2,16,3,158.05
1408,2,17,3,164.41
1409,2,18,3,143.03
1410,2,19,3,116.21000000000001
1411,2,20,3,111.91999999999999
1412,2,21,3,107.07000000000001
1413,2,22,3,100.65
1414,2,23,3,16.04
1415,2,24,3,14.18
1416,3,1,4,12.25
1417,3,2,4,12.0
1418,3,3,4,13.66
1419,3,4,4,14.74
1420,3,5,4,15.46
1421,3,6,4,15.46
1422,3,7,4,57.019999999999996
1423,3,8,4,80.29
1424,3,9,4,129.56
1425,3,10,4,117.16999999999999
1426,3,11,4,131.83
1427,3,12,4,135.29999999999998
1428,3,13,4,126.88
1429,3,14,4,133.14
1430,3,15,4,135.65
1431,3,16,4,133.48
1432,3,17,4,143.84
1433,3,18,4,119.83
1434,3,19,4,95.5
1435,3,20,4,96.48
1436,3,21,4,95.44
1437,3,22,4,91.37
1438,3,23,4,18.85
1439,3,24,4,18.599999999999998
1440,3,1,5,15.46
1441,3,2,5,15.46
1442,3,3,5,15.46
1443,3,4,5,15.46
1444,3,5,5,14.71
1445,3,6,5,15.45
1446,3,7,5,25.95
1447,3,8,5,49.410000000000004
1448,3,9,5,105.39
1449,3,10,5,112.9
1450,3,11,5,123.97
1451,3,12,5,137.3
1452,3,13,5,143.3
1453,3,14,5,148.01
1454,3,15,5,137.12
1455,3,16,5,131.6
1456,3,17,5,131.12
1457,3,18,5,107.73
1458,3,19,5,77.06
1459,3,20,5,70.46000000000001
1460,3,21,5,62.519999999999996
1461,3,22,5,49.74
1462,3,23,5,14.99
1463,3,24,5,14.22
1464,3,1,6,10.32
1465,3,2,6,11.4
1466,3,3,6,10.39
1467,3,4,6,11.3
1468,3,5,6,12.82
1469,3,6,6,12.58
1470,3,7,6,14.860000000000001
1471,3,8,6,26.36
1472,3,9,6,63.96
1473,3,10,6,51.81
1474,3,11,6,60.25
1475,3,12,6,76.49000000000001
1476,3,13,6,86.05
1477,3,14,6,92.33
1478,3,15,6,86.10999999999999
1479,3,16,6,95.02000000000001
1480,3,17,6,99.49
1481,3,18,6,81.16999999999999
1482,3,19,6,54.370000000000005
1483,3,20,6,48.24
1484,3,21,6,42.33
1485,3,22,6,33.730000000000004
1486,3,23,6,16.34
1487,3,24,6,16.16
1488,3,1,7,9.07
1489,3,2,7,10.17
1490,3,3,7,10.99
1491,3,4,7,10.31
1492,3,5,7,9.95
1493,3,6,7,9.57
1494,3,7,7,14.71
1495,3,8,7,22.82
1496,3,9,7,26.04
1497,3,10,7,35.82
1498,3,11,7,41.6
1499,3,12,7,46.57
1500,3,13,7,39.900000000000006
1501,3,14,7,40.78
1502,3,15,7,25.26
1503,3,16,7,21.67
1504,3,17,7,18.229999999999997
1505,3,18,7,18.94
1506,3,19,7,11.56
1507,3,20,7,8.01
1508,3,21,7,7.76
1509,3,22,7,8.76
1510,3,23,7,7.84
1511,3,24,7,7.68
1512,3,1,1,9.32
1513,3,2,1,9.75
1514,3,3,1,8.74
1515,3,4,1,9.79
1516,3,5,1,9.63
1517,3,6,1,10.51
1518,3,7,1,13.379999999999999
1519,3,8,1,12.45
1520,3,9,1,12.0
1521,3,10,1,12.459999999999999
1522,3,11,1,11.86
1523,3,12,1,11.36
1524,3,13,1,11.43
1525,3,14,1,10.75
1526,3,15,1,10.84
1527,3,16,1,12.34
1528,3,17,1,12.59
1529,3,18,1,12.309999999999999
1530,3,19,1,9.32
1531,3,20,1,9.43
1532,3,21,1,8.41
1533,3,22,1,7.95
1534,3,23,1,7.96
1535,3,24,1,9.66
1536,3,1,2,11.58
1537,3,2,2,12.47
1538,3,3,2,13.97
1539,3,4,2,15.16
1540,3,5,2,14.29
1541,3,6,2,13.67
1542,3,7,2,18.15
1543,3,8,2,35.06
1544,3,9,2,72.84
1545,3,10,2,81.75
1546,3,11,2,88.62
1547,3,12,2,103.97999999999999
1548,3,13,2,107.89
1549,3,14,2,124.88
1550,3,15,2,128.13
1551,3,16,2,132.73
1552,3,17,2,132.28
1553,3,18,2,106.76
1554,3,19,2,73.12
1555,3,20,2,62.61
1556,3,21,2,53.84
1557,3,22,2,44.59
1558,3,23,2,17.22
1559,3,24,2,17.6
1560,3,1,3,12.81
1561,3,2,3,12.17
1562,3,3,3,13.63
1563,3,4,3,14.23
1564,3,5,3,13.3
1565,3,6,3,12.54
1566,3,7,3,17.42
1567,3,8,3,32.73
1568,3,9,3,65.02
1569,3,10,3,72.99000000000001
1570,3,11,3,90.74
1571,3,12,3,112.71000000000001
1572,3,13,3,120.12
1573,3,14,3,130.85000000000002
1574,3,15,3,125.14
1575,3,16,3,121.43
1576,3,17,3,115.02000000000001
1577,3,18,3,96.32000000000001
1578,3,19,3,65.44
1579,3,20,3,51.61
1580,3,21,3,41.47
1581,3,22,3,29.630000000000003
1582,3,23,3,17.529999999999998
1583,3,24,3,17.319999999999997
1584,3,1,4,11.96
1585,3,2,4,12.19
1586,3,3,4,10.78
1587,3,4,4,10.78
1588,3,5,4,10.83
1589,3,6,4,10.4
1590,3,7,4,16.68
1591,3,8,4,31.740000000000002
1592,3,9,4,66.74
1593,3,10,4,55.660000000000004
1594,3,11,4,53.03
1595,3,12,4,51.63
1596,3,13,4,54.27
1597,3,14,4,56.88
1598,3,15,4,50.43000000000001
1599,3,16,4,54.78
1600,3,17,4,53.60000000000001
1601,3,18,4,44.61
1602,3,19,4,22.97
1603,3,20,4,18.979999999999997
1604,3,21,4,19.48
1605,3,22,4,16.75
1606,3,23,4,15.04
1607,3,24,4,15.139999999999999
1608,3,1,5,11.19
1609,3,2,5,11.75
1610,3,3,5,12.24
1611,3,4,5,13.49
1612,3,5,5,12.13
1613,3,6,5,12.02
1614,3,7,5,16.66
1615,3,8,5,29.09
1616,3,9,5,64.56
1617,3,10,5,49.88
1618,3,11,5,52.519999999999996
1619,3,12,5,55.830000000000005
1620,3,13,5,64.03999999999999
1621,3,14,5,73.25
1622,3,15,5,65.72999999999999
1623,3,16,5,61.85000000000001
1624,3,17,5,64.8
1625,3,18,5,48.22
1626,3,19,5,28.08
1627,3,20,5,17.36
1628,3,21,5,19.25
1629,3,22,5,18.21
1630,3,23,5,17.72
1631,3,24,5,16.9
1632,3,1,6,12.04
1633,3,2,6,11.62
1634,3,3,6,11.36
1635,3,4,6,12.95
1636,3,5,6,11.26
1637,3,6,6,12.17
1638,3,7,6,16.770000000000003
1639,3,8,6,29.7
1640,3,9,6,67.22
1641,3,10,6,53.769999999999996
1642,3,11,6,61.36
1643,3,12,6,74.96000000000001
1644,3,13,6,89.6
1645,3,14,6,97.28
1646,3,15,6,97.72999999999999
1647,3,16,6,99.58
1648,3,17,6,98.22
1649,3,18,6,77.61
1650,3,19,6,40.49
1651,3,20,6,31.589999999999996
1652,3,21,6,27.18
1653,3,22,6,21.01
1654,3,23,6,18.4
1655,3,24,6,18.1
1656,3,1,7,9.44
1657,3,2,7,9.47
1658,3,3,7,8.65
1659,3,4,7,9.74
1660,3,5,7,8.66
1661,3,6,7,8.46
1662,3,7,7,14.739999999999998
1663,3,8,7,24.75
1664,3,9,7,50.66
1665,3,10,7,71.84
1666,3,11,7,83.81
1667,3,12,7,93.71000000000001
1668,3,13,7,83.95
1669,3,14,7,79.97
1670,3,15,7,79.94
1671,3,16,7,79.09
1672,3,17,7,76.82
1673,3,18,7,61.32000000000001
1674,3,19,7,13.989999999999998
1675,3,20,7,10.07
1676,3,21,7,10.82
1677,3,22,7,11.13
1678,3,23,7,11.28
1679,3,24,7,11.37
1680,3,1,1,11.6
1681,3,2,1,11.54
1682,3,3,1,11.03
1683,3,4,1,11.41
1684,3,5,1,10.95
1685,3,6,1,12.879999999999999
1686,3,7,1,12.559999999999999
1687,3,8,1,13.32
1688,3,9,1,12.290000000000001
1689,3,10,1,10.97
1690,3,11,1,10.149999999999999
1691,3,12,1,11.030000000000001
1692,3,13,1,11.35
1693,3,14,1,11.56
1694,3,15,1,10.85
1695,3,16,1,10.040000000000001
1696,3,17,1,11.0
1697,3,18,1,8.48
1698,3,19,1,7.9
1699,3,20,1,8.43
1700,3,21,1,8.74
1701,3,22,1,9.96
1702,3,23,1,10.27
1703,3,24,1,10.12
1704,3,1,2,12.12
1705,3,2,2,12.29
1706,3,3,2,11.79
1707,3,4,2,12.02
1708,3,5,2,10.76
1709,3,6,2,15.11
1710,3,7,2,27.94
1711,3,8,2,71.86999999999999
1712,3,9,2,79.87
1713,3,10,2,88.09
1714,3,11,2,97.59
1715,3,12,2,111.09
1716,3,13,2,110.50999999999999
1717,3,14,2,109.37
1718,3,15,2,112.96000000000001
1719,3,16,2,113.85
1720,3,17,2,103.19999999999999
1721,3,18,2,77.24000000000001
1722,3,19,2,69.17
1723,3,20,2,65.86
1724,3,21,2,61.790000000000006
1725,3,22,2,19.62
1726,3,23,2,19.62
1727,3,24,2,14.47
1728,3,1,3,14.89
1729,3,2,3,15.46
1730,3,3,3,14.48
1731,3,4,3,13.84
1732,3,5,3,14.2
1733,3,6,3,39.99
1734,3,7,3,55.120000000000005
1735,3,8,3,100.31
1736,3,9,3,93.63
1737,3,10,3,102.45
1738,3,11,3,116.59
1739,3,12,3,120.97
1740,3,13,3,126.28
1741,3,14,3,124.50999999999999
1742,3,15,3,124.02000000000001
1743,3,16,3,127.04
1744,3,17,3,119.58
1745,3,18,3,90.08
1746,3,19,3,72.55
1747,3,20,3,68.8
1748,3,21,3,61.36
1749,3,22,3,14.52
1750,3,23,3,16.06
1751,3,24,3,12.1
1752,3,1,4,13.23
1753,3,2,4,14.28
1754,3,3,4,13.78
1755,3,4,4,13.99
1756,3,5,4,12.82
1757,3,6,4,17.18
1758,3,7,4,29.520000000000003
1759,3,8,4,82.14
1760,3,9,4,102.13999999999999
1761,3,10,4,122.36
1762,3,11,4,136.32999999999998
1763,3,12,4,149.04
1764,3,13,4,159.69
1765,3,14,4,157.67000000000002
1766,3,15,4,153.6
1767,3,16,4,157.84
1768,3,17,4,141.07999999999998
1769,3,18,4,105.19
1770,3,19,4,91.71
1771,3,20,4,89.64
1772,3,21,4,85.27
1773,3,22,4,16.37
1774,3,23,4,14.68
1775,3,24,4,10.94
1776,3,1,5,12.73
1777,3,2,5,12.26
1778,3,3,5,13.18
1779,3,4,5,13.88
1780,3,5,5,13.19
1781,3,6,5,22.43
1782,3,7,5,32.81
1783,3,8,5,81.67
1784,3,9,5,100.91
1785,3,10,5,122.37
1786,3,11,5,138.35000000000002
1787,3,12,5,159.02
1788,3,13,5,169.47
1789,3,14,5,163.03
1790,3,15,5,161.45
1791,3,16,5,163.47
1792,3,17,5,139.89
1793,3,18,5,110.04
1794,3,19,5,100.11
1795,3,20,5,96.58999999999999
1796,3,21,5,92.57
1797,3,22,5,18.87
1798,3,23,5,19.189999999999998
1799,3,24,5,15.16
1800,3,1,6,15.46
1801,3,2,6,14.12
1802,3,3,6,12.88
1803,3,4,6,12.53
1804,3,5,6,11.57
1805,3,6,6,83.72
1806,3,7,6,97.5
1807,3,8,6,142.32
1808,3,9,6,151.44
1809,3,10,6,157.81
1810,3,11,6,169.28
1811,3,12,6,187.54
1812,3,13,6,195.76000000000002
1813,3,14,6,194.4
1814,3,15,6,202.78
1815,3,16,6,209.27
1816,3,17,6,177.12
1817,3,18,6,132.0
1818,3,19,6,119.62
1819,3,20,6,118.64
1820,3,21,6,114.82
1821,3,22,6,15.629999999999999
1822,3,23,6,14.51
1823,3,24,6,12.56
1824,3,1,7,8.4
1825,3,2,7,7.77
1826,3,3,7,7.92
1827,3,4,7,8.82
1828,3,5,7,9.01
1829,3,6,7,67.63
1830,3,7,7,77.33
1831,3,8,7,105.16999999999999
1832,3,9,7,119.78
1833,3,10,7,127.57000000000001
1834,3,11,7,139.66
1835,3,12,7,132.39
1836,3,13,7,130.63
1837,3,14,7,130.73000000000002
1838,3,15,7,128.36
1839,3,16,7,130.7
1840,3,17,7,116.41
1841,3,18,7,63.76
1842,3,19,7,26.18
1843,3,20,7,10.37
1844,3,21,7,9.23
1845,3,22,7,8.21
1846,3,23,7,7.98
1847,3,24,7,9.3
1848,3,1,1,10.15
1849,3,2,1,9.71
1850,3,3,1,9.85
1851,3,4,1,8.74
1852,3,5,1,8.04
1853,3,6,1,10.98
1854,3,7,1,12.55
1855,3,8,1,13.66
1856,3,9,1,53.22
1857,3,10,1,58.72
1858,3,11,1,39.99
1859,3,12,1,74.93
1860,3,13,1,84.12
1861,3,14,1,62.2
1862,3,15,1,88.09
1863,3,16,1,87.86
1864,3,17,1,62.39
1865,3,18,1,79.66999999999999
1866,3,19,1,31.11
1867,3,20,1,8.38
1868,3,21,1,8.44
1869,3,22,1,9.35
1870,3,23,1,9.3
1871,3,24,1,8.49
1872,3,1,2,10.38
1873,3,2,2,10.28
1874,3,3,2,11.7
1875,3,4,2,10.63
1876,3,5,2,12.26
1877,3,6,2,34.49
1878,3,7,2,47.7
1879,3,8,2,100.83
1880,3,9,2,111.07
1881,3,10,2,111.38
1882,3,11,2,109.77000000000001
1883,3,12,2,112.38
1884,3,13,2,130.37
1885,3,14,2,127.89
1886,3,15,2,133.14999999999998
1887,3,16,2,131.42
1888,3,17,2,118.91999999999999
1889,3,18,2,90.85000000000001
1890,3,19,2,81.05
1891,3,20,2,80.78999999999999
1892,3,21,2,69.84
1893,3,22,2,15.610000000000001
1894,3,23,2,15.459999999999999
1895,3,24,2,12.63
1896,3,1,3,11.23
1897,3,2,3,10.66
1898,3,3,3,12.16
1899,3,4,3,12.26
1900,3,5,3,13.0
1901,3,6,3,41.71
1902,3,7,3,59.349999999999994
1903,3,8,3,93.54
1904,3,9,3,90.53
1905,3,10,3,112.99000000000001
1906,3,11,3,132.17000000000002
1907,3,12,3,143.07
1908,3,13,3,143.49
1909,3,14,3,136.82
1910,3,15,3,146.99
1911,3,16,3,143.92
1912,3,17,3,127.82
1913,3,18,3,101.85
1914,3,19,3,95.66999999999999
1915,3,20,3,93.08000000000001
1916,3,21,3,89.44999999999999
1917,3,22,3,17.299999999999997
1918,3,23,3,17.2
1919,3,24,3,11.95
1920,3,1,4,12.67
1921,3,2,4,13.19
1922,3,3,4,13.82
1923,3,4,4,14.23
1924,3,5,4,12.57
1925,3,6,4,61.17999999999999
1926,3,7,4,84.01
1927,3,8,4,142.51
1928,3,9,4,140.9
1929,3,10,4,137.37
1930,3,11,4,138.61
1931,3,12,4,149.81
1932,3,13,4,150.75
1933,3,14,4,162.07
1934,3,15,4,171.82
1935,3,16,4,180.45
1936,3,17,4,156.1
1937,3,18,4,121.09
1938,3,19,4,113.14999999999999
1939,3,20,4,111.38000000000001
1940,3,21,4,106.11
1941,3,22,4,14.99
1942,3,23,4,15.34
1943,3,24,4,13.25
1944,3,1,5,12.97
1945,3,2,5,11.39
1946,3,3,5,12.87
1947,3,4,5,13.67
1948,3,5,5,14.2
1949,3,6,5,63.28
1950,3,7,5,79.08
1951,3,8,5,123.23999999999998
1952,3,9,5,120.84
1953,3,10,5,118.65
1954,3,11,5,140.51999999999998
1955,3,12,5,151.99
1956,3,13,5,161.12
1957,3,14,5,156.19
1958,3,15,5,158.52
1959,3,16,5,164.65
1960,3,17,5,145.61
1961,3,18,5,115.64999999999999
1962,3,19,5,107.21
1963,3,20,5,106.38
1964,3,21,5,100.08999999999999
1965,3,22,5,16.900000000000002
1966,3,23,5,15.36
1967,3,24,5,10.8
1968,3,1,6,12.1
1969,3,2,6,13.02
1970,3,3,6,12.43
1971,3,4,6,11.95
1972,3,5,6,11.01
1973,3,6,6,27.03
1974,3,7,6,43.510000000000005
1975,3,8,6,98.31
1976,3,9,6,117.41
1977,3,10,6,129.21
1978,3,11,6,150.29
1979,3,12,6,165.5
1980,3,13,6,172.91
1981,3,14,6,171.89
1982,3,15,6,178.89
1983,3,16,6,190.99
1984,3,17,6,148.35
1985,3,18,6,103.08
1986,3,19,6,91.86
1987,3,20,6,92.53
1988,3,21,6,89.56
1989,3,22,6,18.61
1990,3,23,6,19.64
1991,3,24,6,15.46
1992,3,1,7,11.6
1993,3,2,7,11.49
1994,3,3,7,11.4
1995,3,4,7,10.59
1996,3,5,7,9.49
1997,3,6,7,31.770000000000003
1998,3,7,7,38.7
1999,3,8,7,60.53
2000,3,9,7,89.44
2001,3,10,7,107.01
2002,3,11,7,118.78999999999999
2003,3,12,7,111.24
2004,3,13,7,106.77999999999999
2005,3,14,7,102.19
2006,3,15,7,100.60999999999999
2007,3,16,7,96.9
2008,3,17,7,93.13
2009,3,18,7,12.549999999999999
2010,3,19,7,8.87
2011,3,20,7,9.59
2012,3,21,7,9.55
2013,3,22,7,8.3
2014,3,23,7,8.21
2015,3,24,7,8.51
2016,3,1,1,9.15
2017,3,2,1,10.17
2018,3,3,1,9.48
2019,3,4,1,8.48
2020,3,5,1,8.75
2021,3,6,1,11.19
2022,3,7,1,10.57
2023,3,8,1,12.379999999999999
2024,3,9,1,13.01
2025,3,10,1,24.369999999999997
2026,3,11,1,35.2
2027,3,12,1,21.080000000000002
2028,3,13,1,13.379999999999999
2029,3,14,1,12.91
2030,3,15,1,27.560000000000002
2031,3,16,1,11.99
2032,3,17,1,10.860000000000001
2033,3,18,1,9.01
2034,3,19,1,8.94
2035,3,20,1,9.08
2036,3,21,1,9.98
2037,3,22,1,8.81
2038,3,23,1,8.8
2039,3,24,1,9.52
2040,3,1,2,12.74
2041,3,2,2,12.26
2042,3,3,2,12.19
2043,3,4,2,12.63
2044,3,5,2,14.04
2045,3,6,2,94.34
2046,3,7,2,115.28
2047,3,8,2,157.45
2048,3,9,2,160.19
2049,3,10,2,177.59
2050,3,11,2,187.27
2051,3,12,2,183.88
2052,3,13,2,177.8
2053,3,14,2,183.27
2054,3,15,2,182.48000000000002
2055,3,16,2,186.5
2056,3,17,2,153.98000000000002
2057,3,18,2,124.14
2058,3,19,2,116.27000000000001
2059,3,20,2,115.6
2060,3,21,2,112.81
2061,3,22,2,16.51
2062,3,23,2,14.780000000000001
2063,3,24,2,11.24
2064,3,1,3,10.26
2065,3,2,3,11.97
2066,3,3,3,10.66
2067,3,4,3,12.32
2068,3,5,3,11.8
2069,3,6,3,121.53999999999999
2070,3,7,3,128.51
2071,3,8,3,164.51999999999998
2072,3,9,3,168.94
2073,3,10,3,173.24
2074,3,11,3,192.04999999999998
2075,3,12,3,213.51
2076,3,13,3,233.26
2077,3,14,3,223.17
2078,3,15,3,215.56
2079,3,16,3,212.62
2080,3,17,3,172.03
2081,3,18,3,133.19
2082,3,19,3,128.64000000000001
2083,3,20,3,124.56
2084,3,21,3,114.9
2085,3,22,3,16.18
2086,3,23,3,15.16
2087,3,24,3,12.68
2088,3,1,4,11.97
2089,3,2,4,12.18
2090,3,3,4,10.87
2091,3,4,4,12.05
2092,3,5,4,11.58
2093,3,6,4,31.950000000000003
2094,3,7,4,48.8
2095,3,8,4,101.19
2096,3,9,4,120.03
2097,3,10,4,130.85
2098,3,11,4,148.20999999999998
2099,3,12,4,158.85999999999999
2100,3,13,4,173.06
2101,3,14,4,179.86
2102,3,15,4,191.84
2103,3,16,4,197.87
2104,3,17,4,165.97
2105,3,18,4,121.35
2106,3,19,4,109.0
2107,3,20,4,108.88
2108,3,21,4,103.86
2109,3,22,4,16.13
2110,3,23,4,17.85
2111,3,24,4,12.51
2112,3,1,5,12.09
2113,3,2,5,11.47
2114,3,3,5,10.84
2115,3,4,5,12.42
2116,3,5,5,11.96
2117,3,6,5,89.23
2118,3,7,5,112.19
2119,3,8,5,151.68
2120,3,9,5,144.11
2121,3,10,5,136.76999999999998
2122,3,11,5,138.16
2123,3,12,5,138.24
